Comment,Link,Name,Rating,Reviews Count,Speciality
"Terrible doctor. I was ""assigned"" to his service. Very unprofessional. He told me he was in a rush trying to complete his rounds and had time ""for a brief evaluation... Read more",ratemds.com/doctor-ratings/3117438/Dr-STEVE-PASCHOS-Chicago-IL.html,Dr. Steve Paschos,2.33,3,Internist / Geriatrician
"This man is a FRAUD . No integrity , dishonest and abusive to his staff who are not paid and starve on the job . A walking disgrace full of hot air and arrogance.",ratemds.com/doctor-ratings/125058/Dr-Mayer-Zayan-CHICAGO-IL.html,Dr. Mayer Zayan,2.21,7,Internist / Geriatrician
"She seems to know her stuff, but her bedside manner lacks. She does work for the VA if you worked in private practice you might not make it. Her communication and... Read more",ratemds.com/doctor-ratings/2524171/Dr-SAROJ-BANGARU-Chicago-IL.html,Dr. Saroj Bangaru,3.25,1,Internist / Geriatrician
Dr. Khoury misdiagnosed me and tried to refer me to the wrong specialist (even assuming his diagnosis was correct). I also found him to be a bit difficult to talk to... Read more,ratemds.com/doctor-ratings/204916/Dr-Nadim+Y.-Khoury-Chicago-IL.html,Dr. Nadim Y. Khoury,3.25,1,Internist / Geriatrician
"I'm sure Dr. Dutta is competent; however, she was rather cold and downright lackadaisical when it came to executing my discharge papers. I was stranded at the hospi... Read more",ratemds.com/doctor-ratings/3131676/Dr-Suparna-DUTTA-CHICAGO-IL.html,Dr. Suparna DUTTA,3.25,1,Internist / Geriatrician
"I love Dr Nazir but that receptionist Jan makes you want to kill yourself. She's so bitter and rude. Even if she has a little knowledge due to years of experience, h... Read more",ratemds.com/doctor-ratings/2389847/Dr-JAVED-NAZIR-Chicago-IL.html,Dr. Javed Nazir,3.25,1,Internist / Geriatrician
"MY EXPERIENCE WAS HORRIBLE AFTER BEING DIAGNOSED WITH BRAIN LESIONS, I WAS TOLD BY DR. GREBENCIUCOVA THAT I DIDN'T HAVE MS YET SO SHE REFERRED ME BACK TO NEUROLOGY S... Read more",ratemds.com/doctor-ratings/3564757/Dr-ELENA-GREBENCIUCOVA-CHICAGO-IL.html,Dr. Elena Grebenciucova,2.5,2,Internist / Geriatrician
great doctor. very helpful and cares about her patients from what I experienced.,ratemds.com/doctor-ratings/3726950/Dr-RAND-NAFFOUJE-CHICAGO-IL.html,Dr. Rand Naffouje,2,4,Internist / Geriatrician
 Do not trust and/or waste your time (and health) on Dr. Thomas. Dr. Thomas should have her medical license revoked for a multitude of reasons. What follows are ju... Read more,ratemds.com/doctor-ratings/3298273/Dr-FRANCES-THOMAS-Chicago-IL.html,Dr. Frances Thomas,2.17,3,Internist / Geriatrician
He is very sweet. You can tell he's a rather new doctor.,ratemds.com/doctor-ratings/3386290/Dr-RAHIL+H.-SHAIKH-Chicago-IL.html,Dr. Rahil H. Shaikh,3,1,Internist / Geriatrician
Availibility for appointments very poor. Access to speak to the Doctor personally to ask questions is very very poor. Questions that are asked of the Doctor are answ... Read more,ratemds.com/doctor-ratings/1040184/Dr-Niva+M.-Lubin+Johnson-CHICAGO-IL.html,Dr. Niva M. Lubin Johnson,3,1,Internist / Geriatrician
As far as the staff goes the only person who isn’t rude is the phlebotomist there. She was very nice and kind. As far as his receptionist one of the reasons I will n... Read more,ratemds.com/doctor-ratings/3300445/Dr-DAVID+H.-VAN+THIEL-Chicago-IL.html,Dr. David H. Van Thiel,2,3,Internist / Geriatrician
"I apologize for the comment below. This doctor did not put Wanda on intubation but ""doctor"" Maher Najjar however...
This doctor specializes in eldery care. She can... Read more",ratemds.com/doctor-ratings/3235161/Dr-JIHANE-ZAZA+DIT+YAFAWI-CHICAGO-IL.html,Dr. Jihane Zaza Dit Yafawi,2,3,Internist / Geriatrician
Did not listen to me at all! He brushed everything I said off and looked at me like I was a big complainer! I felt intimidated to even talk to him out of fear he may... Read more,ratemds.com/doctor-ratings/2683742/Dr-SPYRO+D.-ANALYTIS-Morris-IL.html,Dr. Spyro D. Analytis,2.75,1,Internist / Geriatrician
"I came feeling really sick and he tried to tell me about depression medications. I'm not depressed at all, I think he was projecting his own stuff. Sorry, I ended ... Read more",ratemds.com/doctor-ratings/202741/Dr-Kenneth+R.-Arbetter-Chicago-IL.html,Dr. Kenneth R. Arbetter,2.75,1,Internist / Geriatrician
"Professional, but did not listen to my concerns. Talked over me constantly. I was not sure what to put for knowledge since I was not sure what he was talking about ... Read more",ratemds.com/doctor-ratings/2739773/Dr-MICHAEL+P.-ANGARONE-Chicago-IL.html,Dr. Michael P. Angarone,2.75,1,Internist / Geriatrician
Office does not follow up after serious issues or check-ups. Feel like a number and not personal attention. No real engagement from physician,ratemds.com/doctor-ratings/2530959/Dr-SHAILA-PAI+VERMA-Chicago-IL.html,Dr. Shaila Pai Verma,2.5,1,Internist / Geriatrician
"This doctor was assigned to me at Northwestern memorial hospital due on an inpatient stay. Unfortunately they pick your doctor so I got stuck with this ""ray of sunsh... Read more",ratemds.com/doctor-ratings/2995521/Dr-ROBERT+M.-VALLEAU-Chicago-IL.html,Dr. Robert M. Valleau,2.5,1,Internist / Geriatrician
Dr. Nichols is extremely comptent and through however his staff is rude unprofessional and makes you feel like they are doing you a favor by scheduling your appointm... Read more,ratemds.com/doctor-ratings/1040225/Dr-Reuben+T.-Nichols-Chicago-IL.html,Dr. Reuben T. Nichols,2.5,1,Internist / Geriatrician
Little knowledge about how to treat tick-borne illness. Poor patient advocate.,ratemds.com/doctor-ratings/3121684/Dr-JUSTIN+B.-GAN-Chicago-IL.html,Dr. Justin B. Gan,2.5,1,Internist / Geriatrician
Dr. Lee was condescending and dismissive to the patient's concerns.,ratemds.com/doctor-ratings/198438/Dr-Michael+Y.-Lee-CHICAGO-IL.html,Dr. Michael Y. Lee,2.5,1,Internist / Geriatrician
"Dr. Toft failed to treat my hyperthyroid condition properly. With an enlarged glad (shown on ultrasound, all the classic symptoms, and a tsh level on the lowest acc... Read more",ratemds.com/doctor-ratings/2581643/Dr-DANIEL-TOFT-Chicago-IL.html,Dr. Daniel Toft,2.5,1,Internist / Geriatrician
This guy cares more about building a hospital in his name rather than helping patients that need more than just a flu shot.,ratemds.com/doctor-ratings/2511646/Dr-JUAN-ZAPATA-Chicago-IL.html,Dr. Juan Zapata,2.5,1,Internist / Geriatrician
I went to him only once and not impress by him or his staff. he was friendly but not very helpful or knowledgeable. You can go to him for small things like flu or co... Read more,ratemds.com/doctor-ratings/2347368/Dr-BADAR-ZAHEER-Chicago-IL.html,Dr. Badar Zaheer,2.5,1,Internist / Geriatrician
Just refers to her doctor friends. Has problems with figuring out wants going on. Expect at billing though.,ratemds.com/doctor-ratings/944515/Dr-Vesna-Zecevic-Sternic-CHICAGO-IL.html,Dr. Vesna Zecevic-Sternic,2,2,Internist / Geriatrician
I switched over to Dr. Veres because she was highly recommended by someone I trust but boy was I lead astray! I came in for a back problem and she is doing cholester... Read more,ratemds.com/doctor-ratings/2666062/Dr-CHRISTINE-VERES-Chicago-IL.html,Dr. Christine Veres,1.75,3,Internist / Geriatrician
I went to Sorin for a few years but quit after the 2nd time he did a breast exam & I had tendonitis in my hands!,ratemds.com/doctor-ratings/404962/Dr-John+P.-Sorin-Chicago-IL.html,Dr. John P. Sorin,2.25,1,Internist / Geriatrician
The appointment started well and she seemed to be knowledgable about my diagnosis and pain management. But once I began to question her about changing my medication ... Read more,ratemds.com/doctor-ratings/602966/Dr-Suncica-Volkov-Chicago-IL.html,Dr. Suncica Volkov,2.25,1,Internist / Geriatrician
This doctor treated his staff horribly right in front of me. Then proceeded to require I get an HKG as part of a normal check-up. Required money up front for his s... Read more,ratemds.com/doctor-ratings/2804796/Dr-COLEMAN+R.-SESKIND-Chicago-IL.html,Dr. Coleman R. Seskind,2.25,1,Internist / Geriatrician
"Went to this doctor for a physical. The nurse did the weight, blood pressure and temperature. All the doctor did was ask a few questions. She refused to do a prostat... Read more",ratemds.com/doctor-ratings/203643/Dr-Vesna-Zecevic-Chicago-IL.html,Dr. Vesna Zecevic,2.25,1,Internist / Geriatrician
Horrible bedside manner. Low tolerance for questions beyond basic information. Beware.,ratemds.com/doctor-ratings/3256038/Dr-FRANCES+J.-LANGDON-Chicago-IL.html,Dr. Frances J. Langdon,2.25,1,Internist / Geriatrician
seems to be listening but actually doesn't -- relies on lab tests rather than patient examination,ratemds.com/doctor-ratings/2524667/Dr-TOSHIKO+L.-UCHIDA-Chicago-IL.html,Dr. Toshiko L. Uchida,2.25,1,Internist / Geriatrician
This doctor is knowledgable but is never available. My mother has a serious condition and Dr. Harris is never available to follow-up with my mothers perscriptions or... Read more,ratemds.com/doctor-ratings/2579201/Dr-MICHELLE-HARRIS-Chicago-IL.html,Dr. Michelle Harris,2.25,1,Internist / Geriatrician
Very unprofessional conduct displayed during visit. She did not listen to or seem remotely interested in our health care concerns. If she has a disagreement with a p... Read more,ratemds.com/doctor-ratings/3548519/Dr-TROY-ALEXANDER-EL-CHICAGO-IL.html,Dr. Troy Alexander-El,2.25,1,Internist / Geriatrician
"She would qualify to be one of the three worst doctors I have ever had chance to meet. For all my problems she said she could give me Gabapentin, Estogen/Progesteron... Read more",ratemds.com/doctor-ratings/2954792/Dr-SWATI-DATTA-Chicago-IL.html,Dr. Swati Datta,2.25,1,Internist / Geriatrician
"Very unhappy with the visit which did not last longer than 2 minutes... The doctor did not even listen to me when I wanted to say what is my problem, did not help an... Read more",ratemds.com/doctor-ratings/603002/Dr-Wieslaw+J.-Wojnarski-Chicago-IL.html,Dr. Wieslaw J. Wojnarski,1.67,3,Internist / Geriatrician
Worst service ever. I was waiting 2 weeks for appointment and during appointment day in his office I learnt doctor is not in town. Nobody even called me to inform me... Read more,ratemds.com/doctor-ratings/2370898/Dr-BORIS-GUREVICH-Chicago-IL.html,Dr. Boris Gurevich,1.75,2,Internist / Geriatrician
"Good doctor, bad staff specially ""lady"" who answers the phone and make appointments. In fact, they usually do not answer the phone. While I was in the office woman w... Read more",ratemds.com/doctor-ratings/473318/Dr-Jasminka-Kostic-Chicago-IL.html,Dr. Jasminka Kostic,2,1,Internist / Geriatrician
left message after message no one ever called back.,ratemds.com/doctor-ratings/480652/Dr-Joseph-Danon-Chicago-IL.html,Dr. Joseph Danon,2,1,Internist / Geriatrician
Dr. Evans in a nutshell has no decent bedside manner and doesn't listen to his patients when they have complaints. Either he doesn't listen to them or he doesn't bel... Read more,ratemds.com/doctor-ratings/204812/Dr-William+B.-Evans-Matteson-IL.html,Dr. William B. Evans,2,1,Internist / Geriatrician
"Stay away from this doctor. After waiting an hour hour for her to arrive at the facility, I had my appointment which was supposed to be only for a biometrics screeni... Read more",ratemds.com/doctor-ratings/477711/Dr-CATHERINE-Yi-Chicago-IL.html,Dr. CATHERINE Yi,2,1,Internist / Geriatrician
Dr Propes almost made me a disabled person through negligence - he simply waited as the problem became more and more severe. Took me 3 surgeries and 4 years to get o... Read more,ratemds.com/doctor-ratings/405982/Dr-Murray+J.-Propes-Chicago-IL.html,Dr. Murray J. Propes,2,1,Internist / Geriatrician
"I was specifically told by Dr. Rosrio, prior to any tests, that I not have cancer. After the tests were done, she tells me that I in fact do have cancer. Aside from... Read more",ratemds.com/doctor-ratings/3105163/Dr-CARMEN+M.-ROSARIO-Chicago-IL.html,Dr. Carmen M. Rosario,2,1,Internist / Geriatrician
"After 1 hr 15 min, the doctor comes in, introduces herself, and asks if a student could sit in.I said ok. 20 minutes later she introduces the student and leaves. The... Read more",ratemds.com/doctor-ratings/2529174/Dr-ANDRA-MUNTEANU-Chicago-IL.html,Dr. Andra Munteanu,2,1,Internist / Geriatrician
He is good dr but sometime he yell and rude,ratemds.com/doctor-ratings/403962/Dr-Gary+I.-Kaufman-Chicago-IL.html,Dr. Gary I. Kaufman,2,1,Internist / Geriatrician
"haughty, disinterested in her patients, lacking basic empathy and can't handle anything outside of basic vitals and ordering lab work.",ratemds.com/doctor-ratings/2603654/Dr-RACHEL-O&apos;MARA-CHICAGO-IL.html,Dr. Rachel O'Mara,2,1,Internist / Geriatrician
This doctor refused to send the medical report to the patient by mail even though the patient was 250 miles round trip away from her office at college in another sta... Read more,ratemds.com/doctor-ratings/878438/Dr-Nirmala+A.-Shah-Chicago-IL.html,Dr. Nirmala A. Shah,2,1,Internist / Geriatrician
Dr. Prem Rupani is one of the worst doctors that I have ever encountered and I would not recommend him. He lacks concern in regards to his patients. He actually rar... Read more,ratemds.com/doctor-ratings/3275027/Dr-PREM-RUPANI-Chicago-IL.html,Dr. Prem Rupani,1.75,1,Internist / Geriatrician
This Dr. is very rude and does not explain things. She cuts you off and is abrupt when you ask questions. If you love your family members I would definately not br... Read more,ratemds.com/doctor-ratings/124539/Dr-Margaret-Kamysz-Chicago-IL.html,Dr. Margaret Kamysz,3,2,Internist / Geriatrician
"Unconcerned , did not answer questions . Looking for a New doctor.",ratemds.com/doctor-ratings/124689/Dr-Vijaya+K.-Sarma-Chicago-IL.html,Dr. Vijaya K. Sarma,3.25,2,Internist / Geriatrician
"We had many problems. Other doctors would look-up my Rxs on the computer to write new RX for repeat med, she wouldn't. She insisted I give her empty bottles. Sometim... Read more",ratemds.com/doctor-ratings/2542966/Dr-PATRIKA+L.-SMITH-Chicago-IL.html,Dr. Patrika L. Smith,1.75,1,Internist / Geriatrician
Has no clue as to what he is doing. I guess if you pay politicians you can get any position you want.,ratemds.com/doctor-ratings/603714/Dr-Damon-Arnold-Chicago-IL.html,Dr. Damon Arnold,1.75,1,Internist / Geriatrician
"Very arrogant and will interrupt you while you're talking. He wanted to prescribe me various pills to ""Rule out."" My bill for the visit was ridiculously high.",ratemds.com/doctor-ratings/874762/Dr-David+H.-Sarne-Chicago-IL.html,Dr. David H. Sarne,1.38,2,Internist / Geriatrician
"He has no desire to help his patients. He will not answer questions, instead he has his nurse call you with labs and when she sends him messages with my questions he... Read more",ratemds.com/doctor-ratings/404199/Dr-Luis+A.-Manrique-Chicago-IL.html,Dr. Luis A. Manrique,1.5,1,Internist / Geriatrician
"DO NOT visit this doctor. When you try to call his office, the recording says to call back during business hours, even when it is business hours. And there's no voic... Read more",ratemds.com/doctor-ratings/472590/Dr-MAGDY-Michael-Chicago-IL.html,Dr. MAGDY Michael,1.5,1,Internist / Geriatrician
"I had a colonoscopy and although I was told that I would not experience any discomfort, I was in pain during the procedure. Dr. Ulitsky did not do anything to make m... Read more",ratemds.com/doctor-ratings/2529061/Dr-ALEX-ULITSKY-CHICAGO-IL.html,Dr. Alex Ulitsky,1.5,1,Internist / Geriatrician
